ZINC75925192; 0.176; COc1ccc(c(c1C(=O)C(F)(F)F)F)F
ZINC39055488; 0.176; CC1CCCC(=C1O)C(=O)C(F)(F)F
ZINC75605766; 0.175; CCn1c2ccccc2c(=O)n(c1=O)N
ZINC32103790; 0.174; FC(c1nn2c(s1)nnc2c1ccncc1)(F)F
ZINC05000261; 0.174; Clc1ccc2c(c1)nc(n(c2=O)N)Cc1ccccc1
ZINC02565655; 0.174; COc1ccccc1C(=O)C(F)(F)F
ZINC00527239; 0.174; COc1cccc(c1)OCc1nc2ccccc2c(=O)n1N
ZINC82531914; 0.174; CNCCc1nc2ccccc2c(=O)[nH]1
ZINC00181428; 0.174; CCn1c(C)nc2c(c1=O)cccc2
ZINC96332299; 0.172; Oc1ccc2c(c1)nc([nH]c2=O)C
ZINC01387356; 0.172; ON(S(=O)(=O)C)Cc1nnc(n1C)C(F)(F)F
ZINC13464868; 0.172; O=c1[nH]c(nc2c1cccc2)C1CC1
ZINC82531909; 0.172; O=c1[nH]c(nc2c1cccc2)C(N)(C)C
ZINC75885001; 0.172; O=C(Nc1c(F)cccc1F)CC(=O)C(F)(F)F
ZINC95079165; 0.172; O=C(C(F)(F)F)C1=c2cc(Br)ccc2=NC1
ZINC51395999; 0.172; Nc1ccc(nc1)n1nccc1C(F)(F)F
ZINC19088960; 0.172; NCCc1nc2ccccc2c(=O)[nH]1
ZINC82748663; 0.172; NC(=N)c1c(C)cc(n2c1nc(n2)C(F)(F)F)C
ZINC13139310; 0.172; N#CCc1nc2ccccc2c(=O)[nH]1
ZINC95708056; 0.172; FC(c1ncc2=CCN=c2c1)(F)F
ZINC82530201; 0.172; C[C@H](c1nc2ccccc2c(=O)[nH]1)N
ZINC05319844; 0.172; C[C@@H](c1nc2ccccc2c(=O)[nH]1)O
ZINC08696067; 0.172; CCC(c1nc2ccccc2c(=O)[nH]1)CC
ZINC82530200; 0.172; CC(c1nc2ccccc2c(=O)[nH]1)N
ZINC75844492; 0.172; CC(=O)c1nnc2n1nc(cc2)C(F)(F)F
ZINC05314012; 0.172; CC(=O)c1nc2ccccc2c(=O)[nH]1
ZINC04294093; 0.171; NN=c1[nH]c2ccccc2c(=O)n1N
ZINC48606607; 0.171; Fc1ccc2c(c1)c(=O)[nH]c(n2)c1ccccc1
ZINC00185978; 0.171; CC(Cn1c(C)nc2c(c1=O)cccc2)C
ZINC75925189; 0.170; COc1ccc(c(c1F)C(=O)C(F)(F)F)F
ZINC18220085; 0.169; Nc1ccc(cc1)c1nc2ccccc2c(=O)[nH]1
ZINC57353861; 0.169; Ic1ccc2c(c1)c(=O)[nH]c(n2)C(C)(C)C
ZINC27515246; 0.169; Cc1ccc2c(c1)c(=O)[nH]c(n2)c1ccccc1
ZINC82768302; 0.169; Cc1ccc(cc1)c1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC38272200; 0.169; CCc1[nH]c(=O)c2c(n1)c1cccnc1cc2
ZINC19229928; 0.169; CCNCc1nc2ccccc2c(=O)[nH]1
